name,title,hours,salary1,salary2,salary3,fein,unitid,institutionname
Jeanne WhItman Bobett,Trustee,3,0,0,0,560532138,199847,Wake Forest University
Ranlet Bell,CommIttee ChaIr,5,0,0,0,560532138,199847,Wake Forest University
W LOUIS BIssette Jr,CommIttee ChaIr,4,0,0,0,560532138,199847,Wake Forest University
Shelmer D Blackburn Jr,Comm VIce ChaIr,3,0,0,0,560532138,199847,Wake Forest University
Donna A Boswell PhD,Board VIceChaIr,6,0,0,0,560532138,199847,Wake Forest University
Peter C Brockway,CommIttee ChaIr,4,0,0,0,560532138,199847,Wake Forest University
Thomas W Bunn,Trustee,4,0,0,0,560532138,199847,Wake Forest University
Jocelyn Burton,Trustee,3,0,0,0,560532138,199847,Wake Forest University
John I BItove Jr,Trustee,4,0,0,0,560532138,199847,Wake Forest University
DanIel M Delen,Comm VIce ChaIr,3,0,0,0,560532138,199847,Wake Forest University
DaVId W Dupree,CommIttee ChaIr,6,0,0,0,560532138,199847,Wake Forest University
Thomas A DIngledIne,Trustee,3,0,0,0,560532138,199847,Wake Forest University
LIsbeth Clark Evans,Trustee,3,0,0,0,560532138,199847,Wake Forest University
LelIa J Farr,Comm VIce ChaIr,3,0,0,0,560532138,199847,Wake Forest University
CurtIs C Farmer,Trustee,3,0,0,0,560532138,199847,Wake Forest University
Mary R Farrell,Trustee,3,0,0,0,560532138,199847,Wake Forest University
Donald E Flow,Board ChaInnan,12,0,0,0,560532138,199847,Wake Forest University
Kathleen Brelsford French MD,Trustee,3,0,0,0,560532138,199847,Wake Forest University
James R Helvey III,Trustee,4,0,0,0,560532138,199847,Wake Forest University
Frank B HoldIng Jr,Trustee,4,0,0,0,560532138,199847,Wake Forest University
Lawrence D Hokans MD,Trustee,3,0,293562,30482,560532138,199847,Wake Forest University
AlIce KIrby Horton,Trustee,3,0,0,0,560532138,199847,Wake Forest University
Albert R Hunt,Trustee,3,0,0,0,560532138,199847,Wake Forest University
Matthew A KIng,CommIttee ChaIr,4,0,0,0,560532138,199847,Wake Forest University
John R Lowden,Trustee,3,0,0,0,560532138,199847,Wake Forest University
JamesJ MarIno,Comm VIce ChaIr,3,0,0,0,560532138,199847,Wake Forest University
John M McAvoy,Trustee,3,0,0,0,560532138,199847,Wake Forest University
FrederIck W Eubank II,Comm VIce ChaIr,5,0,0,0,560532138,199847,Wake Forest University
Kenneth D MIller,Trustee,3,0,0,0,560532138,199847,Wake Forest University
Wade W Murphy,Trustee,3,0,0,0,560532138,199847,Wake Forest University
L Steven Nelson,Trustee,3,0,0,0,560532138,199847,Wake Forest University
Ogden PhIpps II,Trustee,3,0,0,0,560532138,199847,Wake Forest University
MIchael G Queen,Comm VIce ChaIr,3,0,0,0,560532138,199847,Wake Forest University
Gerald F Roach,CommIttee ChaIr,4,0,0,0,560532138,199847,Wake Forest University
Harold O Rosser,CommIttee ChaIr,4,0,0,0,560532138,199847,Wake Forest University
Deborah K RubIn,CommIttee ChaIr,3,0,0,0,560532138,199847,Wake Forest University
Andrew J SchIndler,Trustee,3,0,0,0,560532138,199847,Wake Forest University
MItesh B Shah,Board VIceChaIr,6,0,0,0,560532138,199847,Wake Forest University
JanIce K Story,Comm VIce ChaIr,3,0,0,0,560532138,199847,Wake Forest University
Lloyd P Tate Jr,Trustee,3,0,0,0,560532138,199847,Wake Forest University
Cathy Wall Thomas MD,Trustee,3,0,0,0,560532138,199847,Wake Forest University
DaVId IWahrhaftIg,CommIttee ChaIr,5,0,0,0,560532138,199847,Wake Forest University
AdelaIde A SInk,Trustee,4,0,0,0,560532138,199847,Wake Forest University
BenjamIn C Sutton Jr,Trustee,3,0,0,0,560532138,199847,Wake Forest University
John M Vann,Trustee,3,0,0,0,560532138,199847,Wake Forest University
Seth H Waugh,Trustee,3,0,0,0,560532138,199847,Wake Forest University
Jay G Sehgal,Trustee,3,4441,0,0,560532138,199847,Wake Forest University
Nathan Hatch PhD,PreSIdent,0,1018765,0,389496,560532138,199847,Wake Forest University
J ReId Morgan,Sec & Gen Cnsl,19,468408,0,94436,560532138,199847,Wake Forest University
John D McConnell MD,ExecVP HlthAff,2,0,1019933,732938,560532138,199847,Wake Forest University
B Hofler MIlam,Sr VP & CFO,38,453958,0,143482,560532138,199847,Wake Forest University
James] Dunn,Chf Inv Ofﬁcer,29,696077,0,113253,560532138,199847,Wake Forest University
AnIta M Conrad,Asst Secretary,20,160206,0,30855,560532138,199847,Wake Forest University
Rogan Kersh PhD,Provost,40,488852,0,115702,560532138,199847,Wake Forest University
Jacquelyn S Fetrow PhD,"Dean, Wake Forest College",40,278306,0,31874,560532138,199847,Wake Forest University
"Dean, Wake Forest College","X 731,730 307,519",0,40,00,0,560532138,199847,Wake Forest University
Ronald D Wellman,DIrector of AthletIcs,40,731730,0,307519,560532138,199847,Wake Forest University
Steven S ReInemund,"Dean, School of Busmess",40,399702,0,45906,560532138,199847,Wake Forest University
Mark A Petersen,VP — Advancement,40,459162,0,101443,560532138,199847,Wake Forest University
JIm B Grobe,Football Coach,40,2205313,0,51609,560532138,199847,Wake Forest University
Andrew R Chan,VP Career Develop,40,377554,0,100408,560532138,199847,Wake Forest University
Jeffrey BzdeIIk,Basketball Coach,40,1392545,0,50918,560532138,199847,Wake Forest University
Blake D Morant,"Dean, Sch of Law",40,386378,0,47972,560532138,199847,Wake Forest University
Ajay Patel PhD,"Prof, Sch of Busns",40,368383,0,74301,560532138,199847,Wake Forest University
Mark E Welker PhD,Former InterIm Provost,40,208812,0,39414,560532138,199847,Wake Forest University
CraIg Thomas,Former Asst Treas,0,224773,0,80892,560532138,199847,Wake Forest University
