name,title,hours,salary1,salary2,salary3,fein,unitid,institutionname
SISTER MARGARET DENNEHY,TRUSTEE,1,0,0,0,131740445,193399,College of Mount Saint Vincent
EDMUND C DUFFY,TRUSTEE,1,0,0,0,131740445,193399,College of Mount Saint Vincent
Sister ROSE FREDERICK,TRUSTEE,1,0,0,0,131740445,193399,College of Mount Saint Vincent
STEVEN HAYES,TRUSTEE,1,0,0,0,131740445,193399,College of Mount Saint Vincent
MAUREEN A HENEGAN,TRUSTEE,1,0,0,0,131740445,193399,College of Mount Saint Vincent
MARY BETH MALONE,TRUSTEE,1,0,0,0,131740445,193399,College of Mount Saint Vincent
DERYCK A PALMER,TRUSTEE,1,0,0,0,131740445,193399,College of Mount Saint Vincent
JOAN M SQUIRES,TRUSTEE,1,0,0,0,131740445,193399,College of Mount Saint Vincent
JOAN D WALSH,TRUSTEE,1,0,0,0,131740445,193399,College of Mount Saint Vincent
Stephen A ManZI,TRUSTEE,1,0,0,0,131740445,193399,College of Mount Saint Vincent
Rosemary T Berkery,TRUSTEE,1,0,0,0,131740445,193399,College of Mount Saint Vincent
Dominica Rocchio SC,TRUSTEE,1,0,0,0,131740445,193399,College of Mount Saint Vincent
Vita A Cassese,TRUSTEE,1,0,0,0,131740445,193399,College of Mount Saint Vincent
Gail Vance CIVIlle,TRUSTEE,1,0,0,0,131740445,193399,College of Mount Saint Vincent
Noreen M Culhane,Chair,1,0,0,0,131740445,193399,College of Mount Saint Vincent
Charles L Flynn Jr,PreSIdent,40,336733,0,49812,131740445,193399,College of Mount Saint Vincent
Paula Marie Buley IHM,TRUSTEE,1,0,0,0,131740445,193399,College of Mount Saint Vincent
Cristobal Conde,TRUSTEE,1,0,0,0,131740445,193399,College of Mount Saint Vincent
Maria L Ellis,TRUSTEE,1,0,0,0,131740445,193399,College of Mount Saint Vincent
Sister Jane Iannucelli,Vice Chair,1,0,0,0,131740445,193399,College of Mount Saint Vincent
John W Neary,TRUSTEE,1,0,0,0,131740445,193399,College of Mount Saint Vincent
Cathy—Ann martine Dolecki,TRUSTEE,1,0,0,0,131740445,193399,College of Mount Saint Vincent
DaVId J Walsh,TRUSTEE,1,0,0,0,131740445,193399,College of Mount Saint Vincent
Paul W Mourning,SECRETARY,1,0,0,0,131740445,193399,College of Mount Saint Vincent
Raul Rivera,TRUSTEE,1,0,0,0,131740445,193399,College of Mount Saint Vincent
Susan Whitney,TRUSTEE,1,0,0,0,131740445,193399,College of Mount Saint Vincent
Vaughn C Williams,TRUSTEE,1,0,0,0,131740445,193399,College of Mount Saint Vincent
STEFANO ACUNTO,TRUSTEE,1,0,0,0,131740445,193399,College of Mount Saint Vincent
WILLIAM J FISHLINGER,TRUSTEE,1,0,0,0,131740445,193399,College of Mount Saint Vincent
SISTER ELIZABETH VERMAELEN,TRUSTEE,1,0,0,0,131740445,193399,College of Mount Saint Vincent
KRISTIN TRAHAN WINFORD,TRUSTEE,1,0,0,0,131740445,193399,College of Mount Saint Vincent
KEVIN M KEARNEY,TRUSTEE (THRU 07/2013),1,0,0,0,131740445,193399,College of Mount Saint Vincent
VALERIE MASTRONARDI,TRUSTEE (THRU 07/2013),1,0,0,0,131740445,193399,College of Mount Saint Vincent
Abed Elkeshk,"EVP, Treasurer & CFO",40,206171,0,43848,131740445,193399,College of Mount Saint Vincent
Guy Lometti,Provost,40,208444,0,14603,131740445,193399,College of Mount Saint Vincent
Madeleine Melkonian,SVP/Instit Adv & College Rel,40,171245,0,33242,131740445,193399,College of Mount Saint Vincent
Collete Atkins,VP/Institutional Advancement,40,148387,0,30824,131740445,193399,College of Mount Saint Vincent
Tim Nash,vp dean of admissons & fin aid,40,139948,0,10476,131740445,193399,College of Mount Saint Vincent
Dianna Dale,VP/Stud Affairs & Dean of Stud,40,138948,0,9587,131740445,193399,College of Mount Saint Vincent
Edward Meyer,Dean of Prof & Cont studies,40,132635,0,17237,131740445,193399,College of Mount Saint Vincent
